time,lam_star_Fx,lam_star_Fy,lam_star_Fz,lam_star_Tx,lam_star_Ty,lam_star_Tz,meas_Fx,meas_Fy,meas_Fz,meas_Tx,meas_Ty,meas_Tz
1756190044.9537425,-7.0,0.0,0.0,0.0,0.0,0.0,-7.250000000000001,-1.1760000000000002,-2.351,0.08200000000000002,0.05600000000000005,-0.029
1756190045.0038772,-7.0,0.0,0.0,0.0,0.0,0.0,-7.05,-0.7759999999999998,-2.2510000000000003,0.068,0.029000000000000026,-0.010000000000000002
1756190045.063888,-7.0,0.0,0.0,0.0,0.0,0.0,-8.170000000000002,-0.49600000000000044,-1.8310000000000002,0.09599999999999997,0.03400000000000003,-0.033
1756190045.1239896,-7.0,0.0,0.0,0.0,0.0,0.0,-7.11,0.10400000000000098,-2.091,0.10599999999999998,0.009000000000000008,-0.029
1756190045.1836848,-7.0,0.0,0.0,0.0,0.0,0.0,-7.97,-0.7360000000000007,-1.3110000000000002,0.09399999999999997,0.007000000000000006,-0.022000000000000002
1756190045.2337375,-7.0,0.0,0.0,0.0,0.0,0.0,-8.21,-0.4559999999999995,-2.431,0.09399999999999997,0.030000000000000027,-0.008
1756190045.2839544,-7.0,0.0,0.0,0.0,0.0,0.0,-7.05,0.0039999999999995595,-2.1710000000000003,0.09999999999999998,0.010000000000000009,-0.029
1756190045.3340125,-7.0,0.0,0.0,0.0,0.0,0.0,-7.19,-1.016,-2.151,0.09899999999999998,0.008000000000000007,-0.024000000000000004
1756190045.3947737,-7.0,0.0,0.0,0.0,0.0,0.0,-7.090000000000001,-0.4759999999999991,-2.6710000000000003,0.09299999999999997,0.040000000000000036,-0.021
1756190045.4537342,-7.0,0.0,0.0,0.0,0.0,0.0,-7.430000000000001,0.24399999999999977,-2.1310000000000002,0.11199999999999999,0.010000000000000009,-0.033
1756190045.5041645,-7.0,0.0,0.0,0.0,0.0,0.0,-7.45,-1.096,-2.551,0.07100000000000001,0.02100000000000002,-0.022000000000000002
1756190045.5637374,-7.0,0.0,0.0,0.0,0.0,0.0,-7.569999999999999,-0.7560000000000002,-2.5309999999999997,0.08499999999999996,0.02100000000000002,-0.006000000000000002
1756190045.6138804,-7.0,0.0,0.0,0.0,0.0,0.0,-7.95,-0.8759999999999994,-2.1710000000000003,0.08899999999999997,0.017000000000000015,-0.021
1756190045.673708,-7.0,0.0,0.0,0.0,0.0,0.0,-7.989999999999999,-0.41600000000000037,-2.151,0.10299999999999998,-0.0030000000000000027,-0.016000000000000004
1756190045.73425,-7.0,0.0,0.0,0.0,0.0,0.0,-7.330000000000001,-1.016,-2.0709999999999997,0.08400000000000002,0.017000000000000015,-0.034
1756190045.7937024,-9.0,0.0,0.0,0.0,0.0,0.0,-7.61,-2.2159999999999993,-2.7910000000000004,0.09999999999999998,-0.01100000000000001,-0.035
1756190045.8438265,-7.0,0.0,0.0,0.0,0.0,0.0,-8.489999999999998,-0.8360000000000003,-1.551,0.10499999999999998,-0.0010000000000000009,-0.014000000000000002
1756190045.8945808,-8.0,0.0,0.0,0.0,0.0,0.0,-6.69,-1.3160000000000007,-2.6710000000000003,0.08100000000000002,0.040000000000000036,-0.024000000000000004
1756190045.9540732,-7.0,0.0,0.0,0.0,0.0,0.0,-6.71,-1.1159999999999997,-1.571,0.07400000000000001,0.009000000000000008,-0.0030000000000000027
1756190046.0139778,-7.0,0.0,0.0,0.0,0.0,0.0,-8.190000000000001,0.12400000000000055,-1.8310000000000002,0.10799999999999998,0.01100000000000001,-0.015000000000000003
1756190046.0739248,-7.0,0.0,0.0,0.0,0.0,0.0,-7.010000000000001,-0.43599999999999994,-2.511,0.12,0.017000000000000015,-0.011000000000000003
1756190046.1239643,-7.0,0.0,0.0,0.0,0.0,0.0,-8.530000000000001,-0.6359999999999992,-2.351,0.118,-0.0020000000000000018,-0.012
1756190046.1838124,-7.0,0.0,0.0,0.0,0.0,0.0,-7.330000000000001,-0.35599999999999987,-1.611,0.11299999999999999,-0.006000000000000005,-0.021
1756190046.243848,-7.0,0.0,0.0,0.0,0.0,0.0,-7.89,-0.23600000000000065,-1.511,0.09199999999999997,0.016000000000000014,-0.027
1756190046.3037536,-7.0,0.0,0.0,0.0,0.0,0.0,-7.37,-0.9559999999999995,-1.671,0.09499999999999997,-0.0040000000000000036,-0.011000000000000003
1756190046.3538067,-7.0,0.0,0.0,0.0,0.0,0.0,-6.569999999999999,-0.4559999999999995,-1.9909999999999999,0.08999999999999997,0.0050000000000000044,-0.023000000000000003
1756190046.4062753,-7.0,0.0,0.0,0.0,0.0,0.0,-8.11,-1.0760000000000005,-2.311,0.09599999999999997,-0.007000000000000006,-0.018
1756190046.463731,-7.0,0.0,0.0,0.0,0.0,0.0,-7.61,-0.4759999999999991,-1.4909999999999999,0.09099999999999997,0.0,-0.010000000000000002
1756190046.5139701,-7.0,0.0,0.0,0.0,0.0,0.0,-6.830000000000001,-1.3160000000000007,-2.151,0.067,0.019000000000000017,-0.021
1756190046.573692,-7.0,0.0,0.0,0.0,0.0,0.0,-7.090000000000001,-0.895999999999999,-2.2910000000000004,0.08899999999999997,0.031000000000000028,-0.023000000000000003
1756190046.623835,-7.0,0.0,0.0,0.0,0.0,0.0,-7.39,-1.6159999999999997,-2.271,0.07600000000000001,0.0010000000000000009,-0.023000000000000003
1756190046.6739783,-7.0,0.0,0.0,0.0,0.0,0.0,-7.2299999999999995,-0.7560000000000002,-2.091,0.07800000000000001,0.02300000000000002,-0.032
1756190046.7337654,-8.0,0.0,0.0,0.0,0.0,0.0,-8.27,-1.475999999999999,-2.4110000000000005,0.08899999999999997,0.017000000000000015,0.018
1756190046.793738,-8.0,0.0,0.0,0.0,0.0,0.0,-8.09,-0.35599999999999987,-2.9510000000000005,0.11299999999999999,0.03200000000000003,-0.017000000000000005
1756190046.8437934,-7.0,0.0,0.0,0.0,0.0,0.0,-7.19,-0.6760000000000002,-1.9310000000000003,0.08999999999999997,0.017000000000000015,-0.02
1756190046.8938432,-7.0,0.0,0.0,0.0,0.0,0.0,-7.21,-0.6560000000000006,-2.4909999999999997,0.07500000000000001,0.04300000000000004,-0.024999999999999998
1756190046.9457707,-7.0,0.0,0.0,0.0,0.0,0.0,-7.69,-1.016,-1.631,0.08999999999999997,-0.015000000000000013,-0.008
1756190047.0038538,-7.0,0.0,0.0,0.0,0.0,0.0,-7.47,-0.7159999999999993,-2.0309999999999997,0.069,0.0,-0.024000000000000004
1756190047.0637443,-7.0,0.0,0.0,0.0,0.0,0.0,-7.7700000000000005,-1.516,-2.1310000000000002,0.07400000000000001,0.020000000000000018,-0.011000000000000003
1756190047.113752,-8.0,0.0,0.0,0.0,0.0,0.0,-7.6499999999999995,0.0039999999999995595,-2.891,0.08300000000000002,0.027000000000000024,-0.017000000000000005
1756190047.1738071,-8.0,0.0,0.0,0.0,0.0,0.0,-8.45,-1.436,-2.5309999999999997,0.10099999999999998,0.013000000000000012,-0.006000000000000002
1756190047.2336783,-7.0,0.0,0.0,0.0,0.0,0.0,-8.149999999999999,-1.1959999999999997,-1.531,0.09899999999999998,-0.018000000000000016,-0.011000000000000003
1756190047.2838066,-7.0,0.0,0.0,0.0,0.0,0.0,-8.170000000000002,-0.6760000000000002,-2.0709999999999997,0.09799999999999998,0.0020000000000000018,-0.015000000000000003
1756190047.3339741,-7.0,0.0,0.0,0.0,0.0,0.0,-6.61,-1.0359999999999996,-1.571,0.08100000000000002,0.009000000000000008,-0.018
1756190047.393688,-8.0,0.0,0.0,0.0,0.0,0.0,-7.250000000000001,-1.6959999999999997,-2.431,0.08899999999999997,0.009000000000000008,-0.049
1756190047.4437208,-7.0,0.0,0.0,0.0,0.0,0.0,-6.7700000000000005,-1.0559999999999992,-2.151,0.08200000000000002,0.010000000000000009,-0.034
1756190047.4937499,-7.0,0.0,0.0,0.0,0.0,0.0,-7.909999999999999,-0.6359999999999992,-2.311,0.07300000000000001,0.03300000000000003,-0.014000000000000002
1756190047.5537481,-7.0,0.0,0.0,0.0,0.0,0.0,-8.11,-0.9160000000000004,-2.311,0.08599999999999997,0.0020000000000000018,-0.009000000000000001
1756190047.6037736,-8.0,0.0,0.0,0.0,0.0,0.0,-7.830000000000001,-1.0559999999999992,-2.931,0.09799999999999998,0.0040000000000000036,-0.023000000000000003
1756190047.6637125,-10.0,0.0,0.0,0.0,0.0,0.0,-7.39,-1.475999999999999,-3.3310000000000004,0.065,0.0030000000000000027,0.0
1756190047.7138944,-8.0,0.0,0.0,0.0,0.0,0.0,-7.87,0.32399999999999984,-2.851,0.10199999999999998,-0.020000000000000018,-0.006000000000000002
1756190047.7738352,-9.0,0.0,0.0,0.0,0.0,0.0,-9.43,0.08399999999999963,-3.511,0.11499999999999999,0.028000000000000025,-0.016000000000000004
1756190047.8338416,-10.0,0.0,0.0,0.0,0.0,0.0,-8.57,-0.9160000000000004,-3.6510000000000007,0.09999999999999998,0.02200000000000002,-0.006000000000000002
1756190047.8936718,-8.0,0.0,0.0,0.0,0.0,0.0,-8.530000000000001,-1.2159999999999993,-2.851,0.10699999999999998,-0.0020000000000000018,-0.027
1756190047.945834,-9.0,0.0,0.0,0.0,0.0,0.0,-9.05,-1.4559999999999995,-3.231,0.09299999999999997,-0.01100000000000001,-0.024999999999999998
1756190048.0037346,-8.0,0.0,0.0,0.0,0.0,0.0,-9.470000000000002,-1.096,-2.891,0.11499999999999999,-0.009000000000000008,-0.010000000000000002
1756190048.053768,-8.0,0.0,0.0,0.0,0.0,0.0,-8.870000000000001,-0.6959999999999997,-2.9910000000000005,0.08799999999999997,0.031000000000000028,-0.036000000000000004
1756190048.1038141,-9.0,0.0,0.0,0.0,0.0,0.0,-9.309999999999999,-1.7759999999999998,-3.1310000000000002,0.09299999999999997,-0.0040000000000000036,-0.021
1756190048.153991,-9.0,0.0,0.0,0.0,0.0,0.0,-9.45,-0.5559999999999992,-3.551,0.11099999999999999,0.0050000000000000044,-0.036000000000000004
1756190048.2139418,-10.0,0.0,0.0,0.0,0.0,0.0,-9.530000000000001,-0.4559999999999995,-3.6510000000000007,0.123,0.0040000000000000036,-0.013000000000000001
1756190048.2741659,-10.0,0.0,0.0,0.0,0.0,0.0,-9.309999999999999,-0.8360000000000003,-3.6510000000000007,0.09699999999999998,0.010000000000000009,-0.02
1756190048.333684,-9.0,0.0,0.0,0.0,0.0,0.0,-9.830000000000002,-0.7759999999999998,-3.4910000000000005,0.10799999999999998,0.007000000000000006,-0.047
1756190048.3838139,-9.0,0.0,0.0,0.0,0.0,0.0,-8.830000000000002,-0.516,-3.2510000000000003,0.08699999999999997,0.030000000000000027,-0.036000000000000004
1756190048.4439003,-9.0,0.0,0.0,0.0,0.0,0.0,-9.530000000000001,-0.2959999999999994,-3.351,0.10599999999999998,0.006000000000000005,-0.029
1756190048.49438,-9.0,0.0,0.0,0.0,0.0,0.0,-9.690000000000001,-1.1560000000000006,-3.2110000000000003,0.11199999999999999,0.016000000000000014,-0.038000000000000006
1756190048.5538244,-9.0,0.0,0.0,0.0,0.0,0.0,-9.61,-0.7159999999999993,-3.2510000000000003,0.10199999999999998,0.025000000000000022,-0.028
1756190048.6139987,-8.0,0.0,0.0,0.0,0.0,0.0,-9.43,-0.8559999999999999,-2.731,0.09999999999999998,0.038000000000000034,-0.036000000000000004
1756190048.673768,-10.0,0.0,0.0,0.0,0.0,0.0,-10.290000000000003,-1.3160000000000007,-3.3710000000000004,0.11399999999999999,0.007000000000000006,-0.038000000000000006
1756190048.7237701,-7.0,0.0,0.0,0.0,0.0,0.0,-10.190000000000001,-0.23600000000000065,-2.3310000000000004,0.10999999999999999,0.0020000000000000018,-0.027
1756190048.7837582,-10.0,0.0,0.0,0.0,0.0,0.0,-9.010000000000002,-0.516,-3.7110000000000003,0.134,0.03700000000000003,-0.035
1756190048.8437834,-7.0,0.0,0.0,0.0,0.0,0.0,-9.510000000000002,-0.2159999999999993,-2.511,0.08899999999999997,0.009000000000000008,-0.017000000000000005
1756190048.8937957,-10.0,0.0,0.0,0.0,0.0,0.0,-9.09,-1.1159999999999997,-3.471,0.10199999999999998,-0.008000000000000007,-0.021
1756190048.9541807,-10.0,0.0,0.0,0.0,0.0,0.0,-10.190000000000001,-1.1359999999999992,-3.511,0.135,0.02300000000000002,-0.036000000000000004
1756190049.0163167,-9.0,0.0,0.0,0.0,0.0,0.0,-8.91,-1.516,-3.091,0.10899999999999999,0.031000000000000028,-0.05
1756190049.0741582,-8.0,0.0,0.0,0.0,0.0,0.0,-10.690000000000001,-1.016,-3.011,0.10899999999999999,0.031000000000000028,-0.017000000000000005
1756190049.1339202,-8.0,0.0,0.0,0.0,0.0,0.0,-10.61,-0.7759999999999998,-2.771,0.10399999999999998,-0.025000000000000022,-0.02
1756190049.1937685,-11.0,0.0,0.0,0.0,0.0,0.0,-9.810000000000002,-1.4559999999999995,-3.7510000000000003,0.11399999999999999,0.040000000000000036,-0.030000000000000002
1756190049.2439506,-10.0,0.0,0.0,0.0,0.0,0.0,-9.21,-0.895999999999999,-3.731,0.10799999999999998,0.0040000000000000036,-0.016000000000000004
1756190049.3037913,-9.0,0.0,0.0,0.0,0.0,0.0,-9.309999999999999,-1.436,-3.1110000000000007,0.09699999999999998,-0.008000000000000007,-0.038000000000000006
1756190049.3538053,-10.0,0.0,0.0,0.0,0.0,0.0,-8.850000000000001,-0.3360000000000003,-3.771,0.11499999999999999,0.04600000000000004,-0.021
1756190049.408595,-9.0,0.0,0.0,0.0,0.0,0.0,-8.79,-0.6760000000000002,-3.511,0.12,0.02200000000000002,-0.043
1756190049.463739,-7.0,0.0,0.0,0.0,0.0,0.0,-10.07,-1.096,-2.3310000000000004,0.09499999999999997,-0.02400000000000002,-0.022000000000000002
1756190049.5139258,-11.0,0.0,0.0,0.0,0.0,0.0,-9.75,-0.895999999999999,-3.9510000000000005,0.128,0.018000000000000016,-0.019
1756190049.5737462,-8.0,0.0,0.0,0.0,0.0,0.0,-9.510000000000002,-0.8559999999999999,-2.9910000000000005,0.122,-0.03399999999999992,-0.024000000000000004
1756190049.6339161,-7.0,0.0,0.0,0.0,0.0,0.0,-9.690000000000001,-0.49600000000000044,-2.3310000000000004,0.10499999999999998,-0.039999999999999925,-0.024999999999999998
1756190049.693696,-8.0,0.0,0.0,0.0,0.0,0.0,-7.45,-1.475999999999999,-2.7910000000000004,0.08200000000000002,0.020000000000000018,-0.026
1756190049.7438326,-7.0,0.0,0.0,0.0,0.0,0.0,-8.77,-0.2560000000000002,-2.351,0.10899999999999999,-0.03799999999999992,-0.024999999999999998
1756190049.8037336,-8.0,0.0,0.0,0.0,0.0,0.0,-9.23,-0.895999999999999,-3.0710000000000006,0.09099999999999997,-0.02400000000000002,-0.033
1756190049.8538523,-9.0,0.0,0.0,0.0,0.0,0.0,-9.27,-0.7959999999999994,-3.2510000000000003,0.10199999999999998,0.014000000000000012,-0.033
1756190049.9138074,-8.0,0.0,0.0,0.0,0.0,0.0,-10.510000000000002,-0.9960000000000004,-2.851,0.121,0.010000000000000009,-0.031000000000000003
1756190049.9738452,-10.0,0.0,0.0,0.0,0.0,0.0,-9.77,-1.1959999999999997,-3.6910000000000007,0.136,0.03500000000000003,-0.038000000000000006
1756190050.0336797,-9.0,0.0,0.0,0.0,0.0,0.0,-9.690000000000001,-1.4559999999999995,-2.971,0.133,0.026000000000000023,-0.024999999999999998
1756190050.0939837,-10.0,0.0,0.0,0.0,0.0,0.0,-9.490000000000002,-0.2560000000000002,-3.6310000000000002,0.126,0.0050000000000000044,-0.045
1756190050.1537862,-11.0,0.0,0.0,0.0,0.0,0.0,-9.690000000000001,-1.6560000000000006,-3.7910000000000004,0.09999999999999998,0.04800000000000004,-0.040999999999999995
1756190050.2140281,-11.0,0.0,0.0,0.0,0.0,0.0,-10.030000000000001,-1.1959999999999997,-3.931,0.12,0.038000000000000034,-0.049
1756190050.2737098,-9.0,0.0,0.0,0.0,0.0,0.0,-9.55,-1.0359999999999996,-3.1710000000000003,0.08699999999999997,0.007000000000000006,-0.015000000000000003
1756190050.3237407,-11.0,0.0,0.0,0.0,0.0,0.0,-10.190000000000001,-1.2759999999999998,-4.111000000000001,0.128,0.015000000000000013,-0.032
1756190050.3738217,-9.0,0.0,0.0,0.0,0.0,0.0,-9.870000000000001,-1.6359999999999992,-3.1310000000000002,0.07,0.03500000000000003,-0.018
1756190050.433732,-9.0,0.0,0.0,0.0,0.0,0.0,-10.05,-0.05599999999999916,-3.471,0.135,0.031000000000000028,-0.037000000000000005
1756190050.49488,-8.0,0.0,0.0,0.0,0.0,0.0,-9.970000000000002,-1.1359999999999992,-2.8710000000000004,0.128,0.029000000000000026,-0.035
1756190050.5537496,-8.0,0.0,0.0,0.0,0.0,0.0,-9.149999999999999,-1.1959999999999997,-2.7910000000000004,0.118,0.0040000000000000036,-0.038000000000000006
1756190050.6139324,-9.0,0.0,0.0,0.0,0.0,0.0,-7.81,-0.8160000000000007,-3.3310000000000004,0.09199999999999997,0.051000000000000045,-0.009000000000000001
1756190050.6739678,-8.0,0.0,0.0,0.0,0.0,0.0,-9.09,-0.6159999999999997,-2.851,0.08499999999999996,0.015000000000000013,-0.0030000000000000027
1756190050.7336807,-9.0,0.0,0.0,0.0,0.0,0.0,-8.830000000000002,-0.2959999999999994,-3.2510000000000003,0.119,-0.0030000000000000027,-0.033
1756190050.78385,-8.0,0.0,0.0,0.0,0.0,0.0,-8.77,-0.6560000000000006,-2.8310000000000004,0.11099999999999999,0.008000000000000007,-0.017000000000000005
1756190050.834083,-10.0,0.0,0.0,0.0,0.0,0.0,-8.830000000000002,-0.7360000000000007,-3.5310000000000006,0.10899999999999999,0.008000000000000007,-0.03900000000000001
1756190050.8938334,-9.0,0.0,0.0,0.0,0.0,0.0,-8.77,-0.7560000000000002,-3.2110000000000003,0.08799999999999997,0.03200000000000003,-0.038000000000000006
1756190050.9538462,-8.0,0.0,0.0,0.0,0.0,0.0,-9.870000000000001,-0.15600000000000058,-3.1110000000000007,0.11299999999999999,-0.017000000000000015,-0.028
1756190051.0139568,-9.0,0.0,0.0,0.0,0.0,0.0,-11.23,-0.7560000000000002,-3.471,0.123,0.016000000000000014,-0.037000000000000005
1756190051.0737722,-9.0,0.0,0.0,0.0,0.0,0.0,-10.25,-0.5359999999999996,-3.431,0.10999999999999999,0.031000000000000028,-0.030000000000000002
1756190051.1337068,-10.0,0.0,0.0,0.0,0.0,0.0,-10.150000000000002,-1.9960000000000004,-3.0310000000000006,0.08200000000000002,-0.010000000000000009,-0.022000000000000002
1756190051.183734,-10.0,0.0,0.0,0.0,0.0,0.0,-10.77,-0.895999999999999,-3.5310000000000006,0.12,0.01200000000000001,-0.035
1756190051.2437456,-9.0,0.0,0.0,0.0,0.0,0.0,-9.23,-1.2759999999999998,-3.271,0.08100000000000002,0.0020000000000000018,-0.028
1756190051.3036864,-8.0,0.0,0.0,0.0,0.0,0.0,-10.05,-0.7360000000000007,-2.731,0.10899999999999999,0.02300000000000002,-0.012
1756190051.3537233,-7.0,0.0,0.0,0.0,0.0,0.0,-10.57,-0.49600000000000044,-2.691,0.11099999999999999,0.0050000000000000044,-0.021
1756190051.4139054,-10.0,0.0,0.0,0.0,0.0,0.0,-10.07,-1.596,-3.5310000000000006,0.10199999999999998,0.03600000000000003,-0.032
1756190051.4737453,-9.0,0.0,0.0,0.0,0.0,0.0,-10.75,-0.4559999999999995,-3.5710000000000006,0.09899999999999998,-0.008000000000000007,-0.024999999999999998
1756190051.523906,-10.0,0.0,0.0,0.0,0.0,0.0,-9.330000000000002,-1.3160000000000007,-3.6910000000000007,0.10999999999999999,0.007000000000000006,-0.029
1756190051.5840592,-10.0,0.0,0.0,0.0,0.0,0.0,-9.21,-0.19599999999999973,-3.6510000000000007,0.118,-0.0020000000000000018,-0.032
1756190051.6341436,-9.0,0.0,0.0,0.0,0.0,0.0,-9.370000000000001,-0.7560000000000002,-3.1310000000000002,0.10399999999999998,0.016000000000000014,-0.017000000000000005
1756190051.6936836,-9.0,0.0,0.0,0.0,0.0,0.0,-10.330000000000002,-0.11599999999999966,-3.3710000000000004,0.119,0.014000000000000012,-0.05299999999999999
1756190051.7437987,-10.0,0.0,0.0,0.0,0.0,0.0,-10.630000000000003,-0.5760000000000005,-3.6710000000000003,0.118,0.02200000000000002,-0.010000000000000002
1756190051.8036618,-10.0,0.0,0.0,0.0,0.0,0.0,-9.73,-0.9759999999999991,-3.5310000000000006,0.10799999999999998,0.025000000000000022,-0.035
1756190051.8541787,-8.0,0.0,0.0,0.0,0.0,0.0,-9.93,-0.9359999999999999,-2.8310000000000004,0.11499999999999999,-0.01100000000000001,-0.036000000000000004
1756190051.913848,-10.0,0.0,0.0,0.0,0.0,0.0,-9.89,-0.516,-3.891,0.118,0.026000000000000023,-0.021
1756190051.974081,-9.0,0.0,0.0,0.0,0.0,0.0,-10.07,-0.6959999999999997,-3.1510000000000007,0.135,0.019000000000000017,-0.011000000000000003
1756190052.0337474,-10.0,0.0,0.0,0.0,0.0,0.0,-9.77,-0.8160000000000007,-3.511,0.119,0.031000000000000028,-0.029
1756190052.0938845,-9.0,0.0,0.0,0.0,0.0,0.0,-9.470000000000002,-1.3759999999999994,-3.1310000000000002,0.10899999999999999,0.025000000000000022,-0.027
1756190052.154146,-10.0,0.0,0.0,0.0,0.0,0.0,-10.350000000000001,-1.3759999999999994,-3.4110000000000005,0.09699999999999998,-0.0010000000000000009,-0.029
