time,lambda_star_Fx,lambda_star_Fy,lambda_star_Fz,meas_Fx,meas_Fy,meas_Fz
1756188356.1426492,0.0,-7.0,0.0,0.0,0.0,0.0
1756188356.1931205,0.0,-7.0,0.0,3.015280523578664,-7.414511793053032,1.6402846425975242
1756188356.2531424,0.0,-7.0,0.0,3.0499044279258967,-7.3978499056673455,1.6335261892142472
1756188356.312638,0.0,-7.0,0.0,3.0030035162383952,-7.410665017494856,1.670377494548813
1756188356.3628535,0.0,-7.0,0.0,2.954411228086598,-7.412808981485424,1.612449438565738
1756188356.4229589,0.0,-7.0,0.0,3.0337579059121866,-7.545981324934813,1.6816048367799572
1756188356.4829443,0.0,-7.0,0.0,2.4171076098339572,-6.801220206576216,1.4099807295412685
1756188356.542543,0.0,-7.0,0.0,1.7745439316274114,-5.732881852611282,1.0962198378765475
1756188356.5929928,0.0,-7.0,0.0,1.4992493650295247,-5.520641389410949,0.896527618384336
1756188356.6533282,0.0,-7.0,0.0,3.0718338537948995,-8.033952061437,1.4635707225286347
1756188356.7126508,0.0,-7.0,0.0,2.7493973978796173,-8.262076471758286,0.9383033816137079
1756188356.772419,0.0,-7.0,0.0,-0.14431582863423875,-2.83304140462842,0.7329280126496799
1756188356.822637,0.0,-7.0,0.0,0.3527779657912932,-2.997919943624221,1.182473477498018
1756188356.8726974,0.0,-7.0,0.0,2.6207718216099325,-8.143245549645625,1.2441736213547199
1756188356.9232268,0.0,-7.0,0.0,2.441217639435201,-10.977965898163788,0.5294225967678596
1756188356.973611,0.0,-7.0,0.0,0.7258385768181317,-5.730210350168926,1.020054978016203
1756188357.0331202,0.0,-7.0,0.0,-0.3474595757252697,-3.2754202911073644,0.6914104075194258
1756188357.0928962,0.0,-7.0,0.0,1.1419595119169899,-6.125118237117892,0.49368980037745097
1756188357.153792,0.0,-7.0,0.0,2.3169504014472073,-9.916193057952444,0.5456387533447946
1756188357.2125638,0.0,-7.0,0.0,2.030653127911997,-7.492959347407879,1.164000869002905
1756188357.2726364,0.0,-7.0,0.0,0.09637470341781207,-6.279440089384105,0.8206048264734058
1756188357.322697,0.0,-7.0,0.0,-0.2089649167589889,-3.5187920721149872,0.2482836726121918
1756188357.3826692,0.0,-7.0,0.0,1.395223600868982,-7.279951668661519,0.43362844963738045
1756188357.442699,0.0,-7.0,0.0,2.1100111850030903,-8.211390040647006,0.8588118640326131
1756188357.4929826,0.0,-7.0,0.0,1.0627705500951903,-6.827325206790315,0.6483569153519166
1756188357.55257,0.0,-7.0,0.0,0.30182182437709726,-4.5429869226302015,0.16313381590847828
1756188357.6130261,0.0,-7.0,0.0,1.090777062439487,-5.934816776698458,0.6091992487264091
1756188357.6724527,0.0,-7.0,0.0,2.1092213879975485,-8.728421830132703,1.0463714079022732
1756188357.7226331,0.0,-7.0,0.0,1.5198356062854093,-8.150602595220674,0.4785396576191878
1756188357.773026,0.0,-7.0,0.0,0.6734215519434199,-5.987435797379322,0.018932175072109744
1756188357.8325796,0.0,-7.0,0.0,-0.4428454056766687,-4.526281664420304,-0.4744147212980595
1756188357.8931346,0.0,-7.0,0.0,0.818105708050092,-5.349026434494729,0.7578017220836765
1756188357.9525802,0.0,-7.0,0.0,1.55872383267802,-8.028451506768429,0.9856543128289775
1756188358.0130727,0.0,-7.0,0.0,2.344705269953723,-10.09217877551624,0.23199557367875023
1756188358.0725534,0.0,-7.0,0.0,-0.11853224496409757,-5.679116540604053,-0.30752583459217764
1756188358.1227067,0.0,-7.0,0.0,-0.7424407898535161,-1.614628063564018,0.1418298756460226
1756188358.1824963,0.0,-7.0,0.0,0.31940217771038826,-5.75184131605125,-0.6931992401150202
1756188358.2325847,0.0,-7.0,0.0,1.8915447918538475,-8.123806670850207,-0.1912674891457694
1756188358.2927089,0.0,-7.0,0.0,0.7809826517662777,-5.92486621949139,0.43809892479643375
1756188358.3538883,0.0,-7.0,0.0,-0.6043772418106316,-2.499496859562215,0.3263593943793282
1756188358.412761,0.0,-7.0,0.0,0.21302996354070616,-5.669485904469306,0.3034300765540944
1756188358.4724603,0.0,-7.0,0.0,2.2779951759634285,-8.95001002031595,-0.6199349860673383
1756188358.524914,0.0,-7.0,0.0,0.6936771736474927,-6.692568379786752,0.22758419693742807
1756188358.5825179,0.0,-7.0,0.0,-0.9912595942078376,-2.1060949686532506,-0.4619120200054467
1756188358.632672,0.0,-7.0,0.0,-0.07557892658604805,-3.3101486288084505,-0.34942655882490736
1756188358.693288,0.0,-7.0,0.0,1.7444995423341345,-5.376936917600844,-0.130263981197683
1756188358.7530708,0.0,-7.0,0.0,2.3351220514540834,-10.878971340724908,-0.2108033870523259
1756188358.8126452,0.0,-7.0,0.0,0.7099158790790234,-7.147308483803469,0.12888530269591106
1756188358.8724933,0.0,-7.0,0.0,-0.8791588903660014,-4.343166478219144,-0.7365814464705827
1756188358.9228654,0.0,-7.0,0.0,0.20348559159549623,-5.298979588889969,-0.2486591722623776
1756188358.973155,0.0,-7.0,0.0,1.6691796090083246,-8.8150863017404,0.13916789713170952
1756188359.0328343,0.0,-7.0,0.0,2.54830078293448,-9.508092691486905,0.9281667219665715
1756188359.0930836,0.0,-7.0,0.0,0.4287378789116738,-6.381462630519684,-0.6479968151484613
1756188359.1526337,0.0,-7.0,0.0,-1.5902767611568434,-3.0762494584517075,0.3309859684712616
1756188359.2124505,0.0,-7.0,0.0,-0.21185524730544003,-4.900375669871972,0.37335200143186953
1756188359.2627501,0.0,-7.0,0.0,2.266424383155581,-10.22128696408527,0.7595782539501922
1756188359.3236654,0.0,-7.0,0.0,0.6960226104439433,-7.589800939728681,0.8669554910905359
1756188359.3832877,0.0,-7.0,0.0,-1.2442919542423563,-2.5678554852185025,0.4855272075007804
1756188359.442497,0.0,-7.0,0.0,-0.2251432462453647,-3.117999337929164,0.6701540349615502
1756188359.492802,0.0,-7.0,0.0,1.4687466008990815,-10.82749893328588,0.7352322429852661
1756188359.5526257,0.0,-7.0,0.0,1.059691467660927,-9.154623423860734,0.550737049229795
1756188359.6127408,0.0,-7.0,0.0,-0.8016066012500092,-5.243867815812702,1.0150886339429082
1756188359.6628363,0.0,-7.0,0.0,-0.31113210719631246,-2.446858718435505,0.5696509485786572
1756188359.7230844,0.0,-7.0,0.0,0.7753247746704212,-8.341213557490835,1.2533321085580533
1756188359.7826529,0.0,-7.0,0.0,1.5085215511025025,-11.197786736362069,0.7230404244062814
1756188359.8424704,0.0,-7.0,0.0,0.23045322600859225,-8.18645543450999,0.951352833144095
1756188359.8925138,0.0,-7.0,0.0,-1.147315656375651,-4.101386590362161,1.1267890912737886
1756188359.9425318,0.0,-7.0,0.0,-0.993205547105712,-2.198112574264518,0.33494737396418406
1756188359.9931946,0.0,-7.0,0.0,1.4827111608612533,-8.07156814364735,0.6918437018609112
1756188360.0525775,0.0,-7.0,0.0,1.9193005023765808,-8.932094933972861,1.7799268436769933
1756188360.1126697,0.0,-7.0,0.0,0.3009367517090091,-7.577190007582727,1.1103207492686624
1756188360.1725347,0.0,-7.0,0.0,-0.26828366456582453,-3.6676312558750688,0.6001271999051772
1756188360.2227116,0.0,-7.0,0.0,-0.674000204311423,-3.9372753796944764,-0.028042420884460205
1756188360.2825108,0.0,-7.0,0.0,1.2119631205242762,-7.148077423947383,1.3127227260505556
1756188360.3424973,0.0,-7.0,0.0,2.7836888902781256,-10.536459042778246,0.4746929326676518
1756188360.393239,0.0,-7.0,0.0,1.0413021452507272,-7.709494641399248,0.5435175122821327
1756188360.4536877,0.0,-7.0,0.0,-0.7214639659965705,-2.932338951599027,-0.1514802147956834
1756188360.513429,0.0,-7.0,0.0,-0.6888189062763719,-2.679074398426178,1.1161354036326845
1756188360.5725443,0.0,-7.0,0.0,2.2864111308056208,-10.38279633711626,0.11372832734970373
1756188360.6228185,0.0,-7.0,0.0,0.8896863000844852,-9.284284713399115,1.2508894532862702
1756188360.683994,0.0,-7.0,0.0,-0.00046318837794887685,-5.133368936278492,0.014101522673292038
1756188360.74265,0.0,-7.0,0.0,-1.8585039926521074,-2.609716722606929,1.345595948416817
1756188360.7930658,0.0,-7.0,0.0,-0.1896355203055503,-5.198727803590493,0.8572822064040362
1756188360.852691,0.0,-7.0,0.0,1.828403009468449,-9.692543283858932,0.021831936971617616
1756188360.9027321,0.0,-7.0,0.0,0.0002557010784165481,-6.1231066849841636,0.7165173333558703
1756188360.9530807,0.0,-7.0,0.0,-0.650276023108831,-2.8072521800850545,0.7692231335355646
1756188361.013294,0.0,-7.0,0.0,-0.49928639196219926,-4.284324196374315,0.640460473696186
1756188361.0725331,0.0,-7.0,0.0,0.8471562849660984,-5.970921983281114,0.8773497726561847
1756188361.1235626,0.0,-7.0,0.0,1.7376202223707653,-10.366976602903778,0.5744311701589448
1756188361.1826906,0.0,-7.0,0.0,0.6348943673253284,-10.207682558308052,0.7271933647749007
1756188361.2328012,0.0,-7.0,0.0,-0.3909731790858592,-8.80381544474317,-0.026193647565977446
1756188361.2934024,0.0,-7.0,0.0,-1.937298997546066,-5.522380657500866,0.25216270686867415
1756188361.3530452,0.0,-7.0,0.0,-2.2937818048111933,-4.768167567413767,0.39698341796324815
1756188361.4125087,0.0,-7.0,0.0,-0.6437541070627606,-7.286529174223576,0.47995916196588595
1756188361.4626954,0.0,-7.0,0.0,0.29664734540904897,-10.053259056145107,0.29442449769860984
1756188361.5130317,0.0,-7.0,0.0,0.29664734540904897,-10.053259056145107,0.29442449769860984
