time,lam_star_Fx,lam_star_Fy,lam_star_Fz,lam_star_Tx,lam_star_Ty,lam_star_Tz,meas_Fx,meas_Fy,meas_Fz,meas_Tx,meas_Ty,meas_Tz
1756190042.8953347,0.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1756190042.9540195,0.0,-7.0,0.0,0.0,0.0,0.0,0.9034511088029167,-11.376452752397316,0.7330021020872218,3.311133454540276,0.375763509520935,-3.791605468171322
1756190043.0169451,0.0,-7.0,0.0,0.0,0.0,0.0,0.9067641134477815,-11.283465466005302,0.7539252571481103,3.2553976550190917,0.369315000200768,-3.7576950735806838
1756190043.0744574,0.0,-7.0,0.0,0.0,0.0,0.0,0.9123904620995039,-11.408432668158461,0.6698774212082137,3.3561265611954454,0.40070108952065175,-3.793225152730557
1756190043.1343138,0.0,-7.0,0.0,0.0,0.0,0.0,0.9532784620437335,-11.324948632230074,0.7525186242715367,3.2740606641203076,0.38725821455757337,-3.745502526682862
1756190043.1939,0.0,-12.0,0.0,0.0,0.0,0.0,-1.5187098609284682,-8.1623459565455,4.336991167292576,0.35629124327024886,-2.1422588799363687,-4.245011025165681
1756190043.2441392,0.0,-8.0,0.0,0.0,0.0,0.0,1.4497332474084081,-10.900661251752387,2.4948124389085593,2.918254612623256,-0.1802450810160963,-3.8670815145206965
1756190043.304111,0.0,-8.0,0.0,0.0,0.0,0.0,-0.3963787509640712,-10.357744771783056,3.106197313328079,2.601965344049802,-1.2944780452907518,-4.763604936766706
1756190043.3541873,0.0,-9.0,0.0,0.0,0.0,0.0,1.6821916585382088,-10.465552291342167,2.7271021434628153,2.9198320994798848,-0.19246328494930515,-3.759145997939448
1756190043.4057028,0.0,-10.0,0.0,0.0,0.0,0.0,0.9636136381408812,-9.31558361397872,3.7413768716215294,1.9596612253395365,-0.9066537696156776,-3.7323271919567835
1756190043.4639947,0.0,-9.0,0.0,0.0,0.0,0.0,0.8489669701601562,-8.84847528468558,3.4344838122139247,2.033532707330276,-0.835932644145708,-3.6006978308238167
1756190043.5148058,0.0,-10.0,0.0,0.0,0.0,0.0,0.7010029257291149,-8.13896366697978,3.8285839096863774,1.560167974542093,-1.047759236712424,-3.3960122388212968
1756190043.5742922,0.0,-10.0,0.0,0.0,0.0,0.0,0.6574350845664678,-8.293225532596104,3.6858124937571617,1.7580170047887258,-1.015202241820238,-3.4479151062681925
1756190043.6347246,0.0,-11.0,0.0,0.0,0.0,0.0,1.0702893022166184,-7.223474832520687,4.000644631266891,1.1120364857332454,-0.9332041999163445,-2.803075544607364
1756190043.6939642,0.0,-10.0,0.0,0.0,0.0,0.0,0.7030891217502593,-7.065872435656345,3.8583568318962196,1.1901774112136898,-1.052170355944038,-2.908969307682429
1756190043.7440279,0.0,-10.0,0.0,0.0,0.0,0.0,0.9499886341365139,-6.9629580687645145,3.8683977746429825,1.161069658557715,-0.9223025890006902,-2.727934012526359
