Fx,Fy,Fz,Tx,Ty,Tz
-2.3151508828161624,4.93943858559793,-0.1501817396161753,-2.6865372340862064,-0.7539808946448688,1.1129510690570705
-2.315536266650638,4.9207005706898235,-0.13101768485936954,-2.691302767255309,-0.7624470622677308,1.1115814940317201
-2.283641432672193,4.99503893448161,-0.08422948039545791,-2.7512736390770756,-0.7713355270074875,1.1608317966555564
-2.3324932490929045,4.907675886265844,-0.11235977251067203,-2.697480618751896,-0.7773048546766561,1.1008643964829148
-2.352715583737316,4.967710591326275,0.0009433831030683515,-2.7767599679784043,-0.8253395248594818,1.1052761348823157
-2.3869414546120775,4.974477242583165,-0.031155815207069892,-2.7659860767702544,-0.8264039371713017,1.0922080689602747
-2.28567960333191,4.949497439629156,-0.07704438003294828,-2.730625553199356,-0.7700317384350276,1.135921301615016
-2.3776574205879317,4.9493291505033605,-0.03358889189922898,-2.7534125805703202,-0.8212851807222562,1.086770735319115
-2.2833419185999793,5.036275800099324,-0.06519221356571325,-2.775989742948224,-0.7779114088939778,1.1700257879966376
-2.3088285465711955,4.946236038470537,-0.11218951619940903,-2.7161996067078857,-0.7667210587144642,1.1223936145452982
-2.374872425738575,4.959321128047461,-0.04906454367283031,-2.7521362598509387,-0.8170562147549257,1.0932837505353328
-2.3432504293792795,4.96994221253618,-0.08535145597756127,-2.738437661271694,-0.7928856058605963,1.114037076044954
-2.3197433758455146,4.991642375886354,-0.023438433223992527,-2.774593925191854,-0.8064347951737354,1.1332576563464707
-2.3243226805813744,4.991541411390582,-0.09336692602898095,-2.7390599651050844,-0.7804823676473432,1.1316144809517896
-2.3938938643845518,4.972633777179148,-0.026937802531611932,-2.7635672454271525,-0.8344766986705496,1.0870847373179335
-2.342809872979482,5.082069206528654,0.012412040450311579,-2.8314814490910334,-0.8313883223035391,1.1539276410750985
-2.3596866893157395,4.951036834156193,-0.09798477293740188,-2.718650286075334,-0.7926429964075087,1.0940959462752091
-2.3635734404016686,4.9494812438977185,-0.06698096077959148,-2.7373944428221715,-0.8086142832664084,1.0969755715977583
-2.3199426961968066,5.0058383398806185,-0.08206495509163064,-2.7489008985931735,-0.7813399987141375,1.132039737580673
-2.3236943280726523,4.9995675901937044,-0.09590100865525086,-2.740294971158134,-0.7781018391444884,1.1302587504477457
-2.3328747550508417,4.954864944343971,-0.06770691146853353,-2.7366345624425255,-0.7963724017737305,1.11450891624361
-2.325112315711433,5.017189787286474,-0.06804331354901594,-2.7637005922618876,-0.7907351493394168,1.140532500304026
-2.3924591168965583,4.970830230556455,-0.04707083643115523,-2.7538144544031877,-0.8213531237113955,1.0852337717914642
-2.3333472294636333,5.03880843012449,-0.012961110503143525,-2.799564616749125,-0.812666479178766,1.1435721523014393
-2.2920324727688675,4.9574669407636,-0.12090794997509219,-2.711474228227567,-0.7569062814783307,1.13331928309223
-2.2937927660908004,4.963888162214557,-0.10124727270147815,-2.7272896567277516,-0.7685682906775414,1.1378718955522273
-2.3377000279195546,4.913343546067353,-0.18049094846781955,-2.665064444417193,-0.7553306460839847,1.0972278423683082
-2.299126383232378,4.975049079863432,-0.09774654579043746,-2.7331092354236923,-0.77148880910146,1.1396811856864564
-2.29225539904414,5.010329973443131,-0.07341261591716969,-2.7599374914618893,-0.7790593206021857,1.1566659490319664
-2.3917940503409967,5.013608851388687,-0.03429747167238473,-2.779556752624706,-0.8327057085720166,1.106247388576657
-2.336890984400405,5.007968007534957,-0.044894983704371005,-2.7715220658556707,-0.8070601164798767,1.132363336514935
-2.330580842760971,5.029484112102259,-0.03716635107989402,-2.783700749991251,-0.8048278843954948,1.1402155675795562
-2.3413411386991125,5.016375760566323,-0.09912050018438379,-2.7498189033501603,-0.7869371787059449,1.135863788901564
-2.3578048824908424,5.05006695869304,-0.06256497254631954,-2.7794575091203995,-0.8058756451021047,1.136088555126306
-2.3610405907443783,5.002662370599701,-0.07773478456730215,-2.752579455898345,-0.799967092504646,1.1160232257858986
-2.3239226412909626,4.966006885565233,-0.1353810239403434,-2.707096530416192,-0.7642576373677991,1.1227933134903905
-2.297962044704959,4.956380482022199,-0.11035387395921942,-2.7152692084533956,-0.7636924541839268,1.130995215983316
-2.3397138175373975,5.005034564995963,-0.0662507725039389,-2.7601499394286964,-0.7970729803471343,1.1276919925517943
-2.3731529166682006,4.980105382539839,-0.09214235731307563,-2.7341142575191903,-0.7993145518060221,1.098876460274096
-2.284758993915794,4.985322860066873,-0.11490193801632759,-2.7261454282110953,-0.7576476740826475,1.150190158028882
-2.3445955235051636,5.0233348142114,-0.04018869107424994,-2.7798397753018564,-0.8089187818669714,1.134140710374071
-2.3380841970287567,5.014112917203252,-0.07717464961703308,-2.7588116468659973,-0.7906324108343952,1.1333469930099875
-2.284797326192397,4.926097053878141,-0.18237090542283763,-2.6702213508760155,-0.7305897926872067,1.1298632481196047
-2.3111541037221497,4.928625792190641,-0.09377880467600924,-2.7136071854535566,-0.7758144530566652,1.1164948143925157
-2.318529640707727,4.956265674888113,-0.07935039107238623,-2.7332734164543147,-0.7880345354397408,1.1245322255930261
-2.3864542312104415,4.932344638553687,-0.05244787145124291,-2.7350358086168542,-0.8201785184297605,1.0782260914592732
-2.375686757803593,4.962349227027108,-0.06714422343852422,-2.7419744448366323,-0.8100014256624787,1.0969079848052843
-2.389197368410767,5.032368970017212,0.002131123752830033,-2.8085382389689926,-0.8446026397330083,1.117121630403578
-2.336212333499888,4.9945755607011995,-0.02858744553360032,-2.7750059935024654,-0.8121447962693208,1.12721403674306
-2.3567108163028916,4.962037358782145,-0.09094575572861802,-2.7278702364697316,-0.7950275833438689,1.1032802260142416
-2.3776333048117144,5.003344693007401,-0.0418494537437048,-2.7728456044345133,-0.8245426398933859,1.1115604866021067
-2.3549025274894926,5.006712162948337,-0.036134885897286695,-2.778979433831303,-0.8160299531172648,1.1209812643882076
-2.3126278714687665,4.98308896172979,-0.14236822122140763,-2.7121052148659706,-0.7582422211289839,1.1353744120104816
-2.314725253414629,4.961800726160395,-0.09674954638535072,-2.729961241272789,-0.7778524731584883,1.1260171185688008
-2.3349503513876884,4.96897438886602,-0.1098678381598846,-2.727705301093257,-0.7779109248315244,1.1204751421711368
-2.3005994782901684,4.995137538216297,-0.07902041862243708,-2.7515218870880824,-0.7762177567207937,1.1455831400853194
-2.325551472961151,4.992033684251457,-0.09138124112477808,-2.740772699708425,-0.779905264513025,1.1290525618912206
-2.3854791778460576,4.999864381689379,-0.005696364104404272,-2.78790476255956,-0.8373837026634471,1.102605881855097
-2.3154168548035954,4.9070298100779075,-0.16354815322627392,-2.6692941683534914,-0.7490118075580908,1.103350658067207
-2.369094582412039,4.935647466556345,-0.04866975025127096,-2.742914320973962,-0.8159761189030225,1.0887046077302664
-2.3181332209902004,4.982058839605801,-0.09086060025983189,-2.7379459044889933,-0.7775517458371423,1.133661460035238
-2.3553170915571986,4.982850976320562,-0.07308719259673568,-2.7487146803644875,-0.799049445255225,1.1136883095924728
-2.370951848281092,5.028958957198144,-0.04636077016075446,-2.7800595852497056,-0.8154466221645725,1.119856874714381
-2.337567103437,5.0282728032088855,-0.07226861634874726,-2.765820225768742,-0.7917284802511096,1.1355343294188354
-2.3763411839957547,4.990395101411019,-0.07111047292051442,-2.748576544192491,-0.8093381547596693,1.1013916361571692
-2.324349322682696,5.000324060451759,-0.0581967566433621,-2.7616194192524084,-0.793250466460935,1.135908139139518
-2.3923010857626212,4.937648538420411,-0.01710417816608295,-2.756334421198328,-0.8371070998143532,1.0785582871312824
-2.357760538667209,4.9937900557565476,-0.01545049066574955,-2.780878262591429,-0.8247469756018876,1.1167098152137707
-2.3298859831734626,5.010062171175401,-0.1026854108592628,-2.7434924066918547,-0.7762124452084381,1.1305689182783254
-2.3755970049863344,5.018243097466852,-0.060648810426257194,-2.7698715447799866,-0.8118571656686177,1.1146705413011302
-2.3942934041192663,4.991569921766475,-0.06711513479824577,-2.75550824161213,-0.8181100148069553,1.0961866380104925
-2.3483688392408495,4.986672734777563,-0.1143743201695151,-2.729013111537752,-0.7770499544689995,1.1139511223511998
-2.3836936186347297,5.035434329508171,-0.01594896807663071,-2.800762591234069,-0.8307073995817229,1.1160173456548972
-2.361675901092892,4.991279218997764,-0.05610916733232385,-2.763374091504711,-0.8083799442267267,1.1132666218877587
-2.3468673425650293,4.988031142101065,-0.0970729248066271,-2.7379579992157828,-0.7855582078662098,1.116085178937686
-2.3289823261614764,4.956949846352481,-0.09568847137147107,-2.7270618104471365,-0.7807935864583175,1.11530857870934
-2.334926288354674,5.034177706637696,-0.060123342323904205,-2.7779235470278345,-0.7955514357264137,1.1386397023171977
-2.3657048458372074,4.94909859533912,-0.12904950677040977,-2.707135854464535,-0.7800407225610275,1.09355765642265
-2.304780735468433,4.980856432853005,-0.1634300255604414,-2.702197989184696,-0.7467322139600323,1.1368341280148055
-2.409860314991907,4.958653591057649,-0.0530630203275011,-2.7507770632861677,-0.8271589463840909,1.0747388481902076
-2.339779126530294,5.027758612080481,-0.09033471200894533,-2.763183511876018,-0.7888651496998595,1.1392635449050947
-2.3135506350703294,4.955313754820324,-0.11963515270336217,-2.714560992405863,-0.7657652046870508,1.1277104544735923
-2.3084782302707874,4.972774354013254,-0.0703807034464281,-2.7458286206009177,-0.7843910394687568,1.1347171439272747
-2.373717951775737,4.980973814233903,-0.07772968667282248,-2.7453888260767076,-0.8079005078089585,1.1036260261538886
-2.3683843029771188,5.013948463273797,-0.0611243833929031,-2.763651708915622,-0.8094126409801621,1.1146513408793297
-2.3120972967229325,5.036717086388911,-0.10293693674304877,-2.7545756418316936,-0.7716605586198688,1.154429325275251
-2.354291127893298,5.007551966121379,-0.09827191992451662,-2.7418450689308367,-0.7880606741881176,1.117696889315663
-2.348791621253931,5.05029273171678,-0.030871030571315905,-2.7965156060279437,-0.8169334571016118,1.1426431708967737
-2.371523529131738,5.013020424773186,-0.0637355814312276,-2.764460927578204,-0.8105416150692367,1.1141211818578676
-2.420853393642601,4.954055435413261,-0.09857277631834288,-2.7237285044319717,-0.8154221597160538,1.0688788012220816
-2.3437109449510523,5.041613055373364,-0.09403914729076507,-2.7668079835962778,-0.7906465137489758,1.1449185753536983
-2.365171794852728,5.022260093251075,-0.07516847847023134,-2.7672071972486685,-0.8049532903991634,1.1268715126964168
-2.333584394505899,4.989737751472972,-0.052920245672652244,-2.764597741366577,-0.8042682541809467,1.1295684373278188
-2.373369382212768,5.032060477355975,-0.0005343471134993116,-2.809900104656625,-0.8389073008441802,1.1285753537509242
-2.3292332528181245,5.005066459191247,-0.1032876411866675,-2.7454949881244564,-0.777850451107969,1.1375423061373322
-2.3820655437116804,5.042402950055839,-0.05602776869640802,-2.7817232778228616,-0.8147379195744426,1.1209513177716852
-2.40112361402696,4.972634772077368,-0.1055185746938282,-2.723328200326814,-0.8028465018752649,1.0839144380967034
-2.39067892558052,4.952776703689041,-0.08046796607812784,-2.729197619952528,-0.8085607994529184,1.081300887450585
-2.329576765304908,5.049247384095353,-0.031376438793507266,-2.7975360343463764,-0.8070204567189303,1.150415681203825
-2.3409927710851735,5.058926493037809,-0.023140768854146454,-2.806465498366643,-0.8124130576098473,1.1492733453874142
-2.3571997674664815,4.951237964874673,-0.10812550699352924,-2.7199103269128635,-0.7866940766716588,1.1027200996408748
-2.361697278024049,5.023317276461358,-0.09037908672931377,-2.75822010466837,-0.7986493573966631,1.1249324129979212
-2.39278145443823,4.959767188693921,-0.10414066013684176,-2.7269670615903476,-0.804883609903568,1.085383949454556
-2.376700800113547,4.927762205887121,-0.05918580220115577,-2.731232478067309,-0.8145270466512629,1.0818356037130443
-2.393167006769101,4.944598580609284,-0.036947418475679894,-2.748840355567721,-0.8305003168224894,1.0789038703657283
-2.2819947764268336,5.030836591725717,-0.1494639424666454,-2.7309019241735206,-0.7461039190676414,1.1682523081547025
-2.3335238365497215,5.061833415422283,-0.09119812864132082,-2.7716018937163533,-0.7860184378570295,1.1516810162522417
-2.397557128304899,4.951766305291737,-0.10052925482443409,-2.719277834458267,-0.8070165758751243,1.0786418642964442
-2.3886430225208533,4.996900749778764,-0.0031243230720561233,-2.7908029198602944,-0.8443050685316366,1.1044775976201444
-2.30120371439499,5.0307758321046325,-0.09224116972376256,-2.761548503787412,-0.7754289574466289,1.1630501613161817
-2.31745052032126,4.992636355741894,-0.1675436300807162,-2.7047266548202633,-0.7480809880503212,1.1370804306099636
-2.3999785551281025,5.046399254693348,-0.013661007168424277,-2.8079231673598453,-0.8425275978546145,1.1186648368386176
-2.400635636209164,4.979232927988607,-0.07407359006607189,-2.7448162464785124,-0.8160318178398814,1.0895357347317662
-2.376914908097312,5.020082945696548,-0.024492938515110974,-2.7908520829860315,-0.8271239730319508,1.117422877366206
-2.3489475369725414,5.008719007764902,-0.06819988574651131,-2.761155692420786,-0.7989962036824549,1.1265381562909424
-2.309072720927805,5.036221233583806,-0.1360559520577989,-2.7401139588276204,-0.7596645131260553,1.1586640759164206
-2.324993955894833,4.989389322130492,-0.12517520658343056,-2.7223327180713075,-0.7665954449324944,1.1283420317202326
-2.327594960625872,5.0345063348898265,-0.07792200481170503,-2.76658855994947,-0.7836206305316655,1.1436089907579554
-2.39335628918923,4.988710818444794,-0.07236602691321192,-2.7503743521412884,-0.8124883523231763,1.0951611982934397
-2.3824875191407795,5.03839256849697,0.0010135203203250898,-2.813933050449456,-0.8411622611310736,1.1231753156511484
-2.3231161830747693,4.995541967876509,-0.11172096215888733,-2.7353363052276647,-0.7741961782496947,1.134514619528402
-2.3207547190160693,5.056398958442722,-0.04329142739506642,-2.794251841571167,-0.7971537048217713,1.1576472518850742
-2.3216446790151752,4.979869008359398,-0.11605479992769879,-2.7270939985920406,-0.7680311082900211,1.1299781998456966
-2.295346476308786,5.038975377932752,-0.03460243698843307,-2.7921830166082784,-0.7904790177449492,1.164543963040885
-2.331385528613911,4.981215259851608,-0.12137650939186662,-2.7221277961515598,-0.7732791867122257,1.1283961844169585
-2.3435976081798895,5.006421325214555,-0.08676154085580623,-2.7525511495457637,-0.7902527866274832,1.1331616807132414
-2.42612616607862,4.92845467716194,-0.0742601786212071,-2.729885253790832,-0.8272152011434937,1.0639321352889977
-2.3107497484610033,4.99610165794453,-0.07840825857998396,-2.757265048419207,-0.7862256999605386,1.1525596748847404
-2.271063925083166,4.999310625309745,-0.09632487734507306,-2.746931203051581,-0.7612790225479473,1.1707713881272288
-2.3454398632273485,4.972436493751755,-0.07492888889007948,-2.7414201537859078,-0.7956756571249775,1.116303877582286
-2.258065801325076,4.974960404377511,-0.10041442181349725,-2.728757750721753,-0.7521545036798746,1.159024508820233
-2.3174904854408442,4.973685094991446,-0.0721230957777122,-2.743758395794189,-0.7865535235604778,1.1292300588410877
-2.3372639811477556,5.002497750303482,-0.11842834765965854,-2.7327313314576602,-0.7754014939855628,1.1276165375628182
-2.3546172509079946,4.996774639441565,-0.08210623129178202,-2.746398332573853,-0.7929785854473599,1.1137272924853052
-2.3521270021882974,4.967010673534261,-0.080231198847178,-2.7359754478692206,-0.7950463527396874,1.1082923173005006
-2.404554144759896,4.937435330559768,-0.09342311716456914,-2.7199909069477917,-0.8136060652008278,1.071858890538089
-2.316262040397804,4.9938747366623835,-0.10053197407838843,-2.7424037789361537,-0.7753690969443827,1.137767501636997
-2.3335095764552602,5.027172173030418,-0.013145930699458741,-2.7957947354404866,-0.8124612650144836,1.1365898221245945
-2.3104953741323855,4.957214416889234,-0.10405385670807188,-2.723340848470011,-0.7692191561157669,1.1239130479772745
-2.3891891962324783,4.973665636245031,-0.056801854249329875,-2.7529423818691874,-0.8187512172836975,1.0932830499536987
-2.360881874090725,4.982178111714971,-0.06156925069714375,-2.75609944462309,-0.808726392613753,1.1138823781586695
-2.2892994228661707,4.993117654062009,-0.12523126998389034,-2.7316391653184966,-0.7603308911298285,1.1573385068888002
-2.399178381107192,4.992918585618418,-0.022355002073867425,-2.78516333011882,-0.838212159778039,1.1007602362225637
-2.3572453585285444,4.992966809109559,-0.09389876980247486,-2.7420857479333156,-0.7946988280034905,1.1186533767212716
-2.3756833776588984,4.980401054806207,-0.02950887549047393,-2.7684357111195026,-0.8254261579579066,1.101778795995611
-2.365616104009846,4.94477390962033,-0.07571717998291116,-2.7290546223855503,-0.8043257197917202,1.0920621895075424
-2.3781787374034593,5.026091919199639,-0.07121971656420673,-2.7674054038513667,-0.8174614645126205,1.1227622935340953
-2.3244172529062266,4.952317091947925,-0.17906195171086514,-2.677962291117734,-0.7480742308951831,1.1145613703364434
-2.3398697254707805,5.009360030518263,-0.04816648296032616,-2.7720726840259813,-0.8077166335799616,1.134079319791685
-2.338426412751681,4.962060794337556,-0.1420164427053191,-2.7043107532700206,-0.7690517719728236,1.1147841357045594
-2.4147291125742223,5.005803725625159,0.00227410148900703,-2.797323656289859,-0.8563196836884411,1.0944590963406113
-2.403614177118866,4.92065555962128,-0.11319522159490975,-2.701179953265269,-0.8021544374705584,1.0640358492032436
-2.3385942978643004,5.0274471357218165,-0.047594100399000694,-2.7793112907598627,-0.8011758089645892,1.1356402859642856
-2.3274100265917337,4.945735383217792,-0.10317913960757341,-2.7150946223441506,-0.7756272771047678,1.1097858337952924
-2.3157755832762463,5.024860612283211,-0.07772204623454126,-2.76456983712728,-0.786927027427875,1.149484764158291
-2.288244773965888,4.9867978809055735,-0.14556960276587178,-2.714398677849131,-0.7480534090518131,1.1502897848686902
-2.3294745566402093,4.987862175606278,-0.09061544931362375,-2.739032075337107,-0.7853656881168369,1.1264550862432239
-2.3509095539054257,4.977443385216653,-0.014824261897861235,-2.7736182107559606,-0.8205689743199943,1.110715235191146
-2.335854799764231,5.0172978282140255,-0.059630498292009615,-2.7677261598212466,-0.7985682584846631,1.13499265266789
-2.3291150326498866,4.980108805404196,-0.11101743417189947,-2.7277810086709677,-0.7753769640266646,1.1249299720791184
-2.357298911963413,4.965490932498974,-0.09253346868420204,-2.7306372750921155,-0.7901091237839963,1.1025438020280758
-2.3554081377049623,5.0119396874741176,-0.06237780846260543,-2.7638475206836572,-0.8011934512741989,1.1179628322624608
-2.3429288435964626,5.031796084310999,-0.040377077138286976,-2.784909714900738,-0.8060854238812359,1.1308876885123846
-2.3546074265050816,4.987437916529396,-0.08666406460542692,-2.7414032538213435,-0.792257044909692,1.1108361311822932
-2.3044729102689856,4.972235230398727,-0.11238377140644734,-2.7279980103111674,-0.7636591553996521,1.1343601977787656
-2.305131464879355,5.05716821107577,-0.076810931585446,-2.780663821749154,-0.7824176388732613,1.169828860981237
-2.344112239488402,4.989115719993997,-0.09606648771211612,-2.7364766477192886,-0.7854867847607131,1.1184326288203812
-2.372122242096889,4.950814299337938,-0.04352321445646046,-2.7491248522971987,-0.812869139357388,1.0892540610743435
-2.3336518845509837,4.968718594097955,-0.1118725710126725,-2.7215633855836487,-0.7739781946951532,1.1155060171410727
-2.348380646291308,4.949696950165688,-0.053878661311372644,-2.7479452679507137,-0.8072204572325622,1.1067392301582242
-2.335994380780095,4.990219922531106,-0.10414201253316063,-2.735371679324376,-0.7830567641973777,1.1237307173534932
-2.3654851303452453,4.977870744840294,-0.03426499509233949,-2.765910810375612,-0.8237046251421586,1.1070691254350369
-2.2918626132910713,5.008122174801084,-0.06174815692097635,-2.763215956807079,-0.7816148910550764,1.150686676378431
-2.3386528065706806,4.9230741445605615,-0.1370426170745342,-2.6882388573448095,-0.7709554790749439,1.097810025643614
-2.3202554261237616,4.985962464331706,-0.0713309637785916,-2.752026538577351,-0.7876141497629806,1.1289232397518434
-2.3118399291055383,4.995080184044047,-0.028523408635229675,-2.77819612798394,-0.7999971711435212,1.1369096637003542
-2.3999108960113857,5.002832158506258,0.025263649442073433,-2.808599780199733,-0.8536377466090781,1.0948778152412295
-2.3111692501574654,5.023887970608771,-0.0604075618588632,-2.773258938411533,-0.7902037411998792,1.1477702265667007
-2.3230635202057774,4.988995515173025,-0.11665575524350569,-2.732051694382373,-0.7774393583971668,1.1320785575527692
-2.315099767313649,4.97554868707986,-0.14111420544905856,-2.713203655728831,-0.7616869058858418,1.129431928873598
-2.3271763070720466,5.042630134893579,-0.0939022358088657,-2.764467682613021,-0.7846156607917871,1.1525459585565403
-2.380202453756541,5.023145468561274,0.0016852542999334919,-2.8033161704122427,-0.8413137160255271,1.1152471109252255
-2.318897158944442,4.989736082972838,-0.10741338633807695,-2.736594535684638,-0.7762698073277421,1.1339690655279737
-2.3202623730013077,4.990411817754258,-0.07464948897152607,-2.751914540333024,-0.786695295983366,1.1307358186557799
-2.337742743815965,4.964317904636267,-0.0942294723994127,-2.731157977924501,-0.7829966856036681,1.1131816828721408
-2.327989157103148,5.003396526356093,-0.07556037367447704,-2.7581513847528742,-0.7890486442203859,1.134708406965405
-2.299779966112638,5.005867874296381,-0.1416098342119158,-2.7234610283792735,-0.7511272259652795,1.1474087646958977
-2.3161053387158126,4.98090341044729,-0.12790813548393676,-2.720003511120221,-0.761378547365662,1.12886610814226
-2.3368215140055026,4.995277460275755,-0.030896807206311938,-2.776988134826837,-0.8094577201620109,1.127851181427033
-2.315575558535436,4.956885115311832,-0.11283562670775465,-2.718973139933091,-0.769943318088123,1.1224522619877797
-2.3829519913058896,4.940206595233778,-0.09182777111792939,-2.7206256966145514,-0.8040252568314401,1.0836045923896185
-2.3091786736096878,5.021828603380465,-0.07256841963248911,-2.7693038748373313,-0.784908777294781,1.1563199718741302
-2.3236615124297098,4.991801417727468,-0.05950714685377523,-2.7593310317048236,-0.7925950687579609,1.1341865637873483
-2.330855765156046,4.987137690981908,-0.07870294383147919,-2.746534738106687,-0.7891658271707395,1.127304966420775
-2.3561154066641374,5.010013251031103,-0.05509095485855836,-2.7712368108271925,-0.8054092836218869,1.1211586709206924
-2.39325223814935,5.053460035101805,-0.019368894140855075,-2.808044482249958,-0.8360314214866025,1.1209450774477394
-2.37505538954374,4.962509105713815,-0.057948500354325194,-2.746917793315123,-0.8176856507363078,1.09373563680811
