time_sec,x,y,z,roll,pitch,yaw
1755467484.189128,0.12231713029944276,-0.06282414745313299,-1.6507349185279057,-0.27556933651148946,-0.01919757798031476,0.03612783851764387
1755467484.2225003,0.12212701484959287,-0.06317403926712654,-1.6469463932431543,-0.25421143073039704,0.016349747349081584,0.02770148977725749
1755467484.255873,0.13175197620909285,-0.06666775438023227,-1.7781087665292195,-0.33916021407739505,-0.026687640276906063,0.02382821319203848
1755467484.2892463,0.13175197620909285,-0.06666775438023227,-1.7781087665292195,-0.33916021407739505,-0.026687640276906063,0.02382821319203848
1755467484.3226202,0.13175197620909285,-0.06666775438023227,-1.7781087665292195,-0.33916021407739505,-0.026687640276906063,0.02382821319203848
1755467484.355993,0.12052741574007486,-0.061193448576823906,-1.6329590035529742,-0.116774374804225,-0.21876225588574436,0.06624574070001704
1755467484.3894289,0.13175197620909285,-0.06666775438023227,-1.7781087665292195,-0.33916021407739505,-0.026687640276906063,0.02382821319203848
1755467484.4228673,0.13161400613801894,-0.06708823920190861,-1.77534007120341,-0.3179552950018695,0.0017380180313870135,0.015200135382729168
1755467484.4563074,0.13175197620909285,-0.06666775438023227,-1.7781087665292195,-0.33916021407739505,-0.026687640276906063,0.02382821319203848
1755467484.4897501,0.13161400613801894,-0.06708823920190861,-1.77534007120341,-0.3179552950018695,0.0017380180313870135,0.015200135382729168
1755467484.523195,0.12231713029944276,-0.06282414745313299,-1.6507349185279057,-0.27556933651148946,-0.01919757798031476,0.03612783851764387
1755467484.556642,0.12212701484959287,-0.06317403926712654,-1.6469463932431543,-0.25421143073039704,0.016349747349081584,0.02770148977725749
1755467484.5900915,0.13161400613801894,-0.06708823920190861,-1.77534007120341,-0.3179552950018695,0.0017380180313870135,0.015200135382729168
1755467484.6235433,0.13161400613801894,-0.06708823920190861,-1.77534007120341,-0.3179552950018695,0.0017380180313870135,0.015200135382729168
1755467484.656997,0.13175197620909285,-0.06666775438023227,-1.7781087665292195,-0.33916021407739505,-0.026687640276906063,0.02382821319203848
1755467484.6904533,0.11936558954161373,-0.06017716296177687,-1.618835738660898,-0.13821145307118204,-0.2653321261826719,0.075490732568346
1755467484.7239115,0.13175197620909285,-0.06666775438023227,-1.7781087665292195,-0.33916021407739505,-0.026687640276906063,0.02382821319203848
1755467484.7573724,0.12224289331667625,-0.06290704845962317,-1.649103897788839,-0.2096091852587506,-0.0035638231978972227,0.03569078915943493
1755467484.7908351,0.12197528767094379,-0.06310989445422759,-1.6408618420502519,0.18892260589780738,-0.06493193710343732,0.04491377553779553
1755467484.8243003,0.11935452970269692,-0.06451071251224252,-1.6258461367220844,0.2698770981494593,-0.13764383581607165,0.04762081359456931
1755467484.8577676,0.12231713029944276,-0.06282414745313299,-1.6507349185279057,-0.27556933651148946,-0.01919757798031476,0.03612783851764387
1755467484.8912373,0.12226012903558764,-0.06359144318934888,-1.639747679711019,-0.14557920746155983,0.09980620711519636,0.03148337599245312
1755467484.9247093,0.13175197620909285,-0.06666775438023227,-1.7781087665292195,-0.33916021407739505,-0.026687640276906063,0.02382821319203848
1755467484.9581833,0.13175197620909285,-0.06666775438023227,-1.7781087665292195,-0.33916021407739505,-0.026687640276906063,0.02382821319203848
1755467484.9916596,0.12212701484959287,-0.06317403926712654,-1.6469463932431543,-0.25421143073039704,0.016349747349081584,0.02770148977725749
1755467485.0251381,0.1196590812090968,-0.05976538752202499,-1.6224245541848787,-0.18124423398777142,-0.2517845428113055,0.08194378383829448
1755467485.058619,0.1208629646652192,-0.06113985901559589,-1.6435992347009978,-0.12001208064693779,-0.21982116971499502,0.07406250979891926
1755467485.0921023,0.11814656059897799,-0.06133920326970462,-1.6112363407141717,-0.2520726582538644,0.016592677982252522,0.03389377531455627
1755467485.1255877,0.12212701484959287,-0.06317403926712654,-1.6469463932431543,-0.25421143073039704,0.016349747349081584,0.02770148977725749
1755467485.1590753,0.1202953773266656,-0.05987941152020086,-1.6183349805747858,-0.2336933809755204,0.13237943960258303,0.001472746921416891
1755467485.1925652,0.13161400613801894,-0.06708823920190861,-1.77534007120341,-0.3179552950018695,0.0017380180313870135,0.015200135382729168
1755467485.226057,0.12231713029944276,-0.06282414745313299,-1.6507349185279057,-0.27556933651148946,-0.01919757798031476,0.03612783851764387
1755467485.2595515,0.12052741574007486,-0.061193448576823906,-1.6329590035529742,-0.116774374804225,-0.21876225588574436,0.06624574070001704
1755467485.2930481,0.13175197620909285,-0.06666775438023227,-1.7781087665292195,-0.33916021407739505,-0.026687640276906063,0.02382821319203848
1755467485.326547,0.12231713029944276,-0.06282414745313299,-1.6507349185279057,-0.27556933651148946,-0.01919757798031476,0.03612783851764387
1755467485.3600442,0.12172058811307819,-0.06339003282873612,-1.6401357507902294,-0.2399376144158098,0.05537188776535215,0.01913613137585957
1755467485.3934324,0.13175197620909285,-0.06666775438023227,-1.7781087665292195,-0.33916021407739505,-0.026687640276906063,0.02382821319203848
1755467485.426821,0.12248441451501713,-0.06314253133530054,-1.6578808455945289,-0.25538114409047186,0.019461528277117085,0.03471701092855976
1755467485.4602108,0.13176377804062414,-0.06724528550271716,-1.7789336797252586,-0.3106078556366929,-0.04914548577374665,0.0322514595900955
1755467485.4936013,0.12208842688937353,-0.06336949106413933,-1.6512214160162266,-0.2406704261786669,0.05758225706129128,0.026253627955321317
1755467485.5269923,0.12155019342619144,-0.06314260885055537,-1.6425474574986514,-0.19265915442394482,0.0938499211127711,0.010540521114012854
1755467485.5603845,0.12212701484959287,-0.06317403926712654,-1.6469463932431543,-0.25421143073039704,0.016349747349081584,0.02770148977725749
1755467485.5937777,0.12118563116597322,-0.06277960380420117,-1.6266929121051463,-0.2763228988133083,0.06432705985141932,0.018744005939179808
1755467485.627171,0.13161400613801894,-0.06708823920190861,-1.77534007120341,-0.3179552950018695,0.0017380180313870135,0.015200135382729168
1755467485.6605659,0.12170910614254112,-0.06247976496903289,-1.6399466551012583,-0.24010899904858637,0.05640367771737382,0.018927105152073517
