time,lam_star_Fx,lam_star_Fy,lam_star_Fz,lam_star_Tx,lam_star_Ty,lam_star_Tz,meas_Fx,meas_Fy,meas_Fz,meas_Tx,meas_Ty,meas_Tz
1756159432.627237,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1756159432.6853967,-7.0,0.0,0.0,0.0,0.0,0.0,-0.8500000000000005,-0.4759999999999991,-0.45100000000000007,-0.016000000000000014,-0.028999999999999915,0.003999999999999998
1756159432.7451234,-7.0,0.0,0.0,0.0,0.0,0.0,-0.009999999999999787,-0.05599999999999916,-1.2510000000000001,0.009999999999999981,0.016000000000000014,-0.0020000000000000018
1756159432.7953887,-7.0,0.0,0.0,0.0,0.0,0.0,-0.71,0.38400000000000034,-0.5110000000000001,-0.015000000000000013,-0.028000000000000025,0.006999999999999999
1756159432.8454113,-7.0,0.0,0.0,0.0,0.0,0.0,-1.9099999999999993,-0.03599999999999959,-0.07100000000000017,0.009999999999999981,-0.05399999999999994,0.0009999999999999974
1756159432.9051824,-7.0,0.0,0.0,0.0,0.0,0.0,-0.20999999999999996,0.7439999999999998,-0.7310000000000001,0.021999999999999992,-0.006000000000000005,-0.004
1756159432.9553902,-7.0,0.0,0.0,0.0,0.0,0.0,-0.04999999999999982,0.08399999999999963,-0.8910000000000002,-0.0040000000000000036,0.029000000000000026,0.013999999999999999
1756159433.0154135,-7.0,0.0,0.0,0.0,0.0,0.0,-2.8500000000000005,0.38400000000000034,0.008999999999999897,0.021999999999999992,0.02400000000000002,0.011
1756159433.075304,-7.0,0.0,0.0,0.0,0.0,0.0,-6.03,0.5839999999999996,0.9289999999999999,0.015999999999999986,-0.01100000000000001,0.024999999999999998
1756159433.1253638,-7.0,0.0,0.0,0.0,0.0,0.0,-6.7299999999999995,-0.3160000000000007,0.008999999999999897,0.024999999999999994,0.0,0.022
