time,lambda_star_Fx,lambda_star_Fy,lambda_star_Fz,meas_Fx,meas_Fy,meas_Fz
1756161564.04061,0.0,-7.0,0.0,0.0,0.0,0.0
1756161564.0986943,0.0,-7.0,0.0,2.284959049197955,-2.9212804860095356,-0.16917514594384123
1756161564.1487975,0.0,-7.0,0.0,2.319345027848399,-2.8637302318551456,-0.10917041772005065
1756161564.2012196,0.0,-7.0,0.0,2.2435856730078045,-2.9258214009994146,-0.11521149239967392
1756161564.258955,0.0,-7.0,0.0,2.302965864434865,-2.8886608077854037,-0.1015579028016414
1756161564.3094711,0.0,-7.0,0.0,2.3486656260789687,-2.876349368413872,-0.08421534700358033
1756161564.3696446,0.0,-7.0,0.0,2.293543495705987,-2.88616185052543,-0.12415264388160163
1756161564.429031,0.0,-7.0,0.0,1.8660713227074197,-4.899148143808525,-0.1873572792836492
1756161564.4891677,0.0,-7.0,0.0,2.1680473490806405,-7.990180957671048,-1.4193419429029084
1756161564.5393615,0.0,-7.0,0.0,1.4424375164236707,-8.868299989875828,-1.3156322074823827
1756161564.5990407,0.0,-7.0,0.0,1.1322450110446711,-6.5121671218230315,-1.4606492900466113
1756161564.6492534,0.0,-7.0,0.0,0.46464941018258776,-6.485423415173912,-1.450638508491321
1756161564.7093015,0.0,-7.0,0.0,0.7288295171795182,-5.771779349738564,-0.9221751067044881
1756161564.7690337,0.0,-7.0,0.0,1.5320784239051253,-7.877307077340806,-1.2880487078206735
1756161564.828916,0.0,-7.0,0.0,1.7439297784146524,-8.28141901695037,-1.5292960207966744
1756161564.8888164,0.0,-7.0,0.0,0.9752626810044998,-6.709226191499814,-1.4450792277602056
1756161564.9396226,0.0,-7.0,0.0,0.7232954712092624,-5.654819583841056,-1.4435421175475243
1756161564.9994874,0.0,-7.0,0.0,0.7062695145987727,-6.415693239314123,-1.3027547343044645
1756161565.0590367,0.0,-7.0,0.0,1.4205300009729092,-7.910999044921076,-1.2424674556668578
1756161565.1093097,0.0,-7.0,0.0,1.2600068628193597,-7.805712428921079,-1.1745358859520798
1756161565.1690307,0.0,-7.0,0.0,0.8848547703389322,-6.468765351860027,-1.4068933153447212
1756161565.2285511,0.0,-7.0,0.0,0.7560483499967207,-6.162029651426479,-1.4599878332833345
1756161565.2788932,0.0,-7.0,0.0,0.667806771061617,-6.260872995458281,-1.2260817834776079
1756161565.3394318,0.0,-7.0,0.0,1.3474191575176873,-8.143605458437747,-1.2574785493347256
1756161565.3989956,0.0,-7.0,0.0,1.4321980229167472,-8.070911899440178,-1.6230365597823408
1756161565.4492888,0.0,-7.0,0.0,1.0111478506595368,-7.198905102418337,-1.4439425939552477
1756161565.5093582,0.0,-7.0,0.0,0.5705473822653071,-5.936154942754348,-1.0257067568415477
1756161565.5691605,0.0,-7.0,0.0,0.3308108530582165,-5.464972547462752,-1.0549027798654032
1756161565.6193743,0.0,-7.0,0.0,1.2372489833815086,-7.613705473156463,-1.4231439447069814
1756161565.679348,0.0,-7.0,0.0,1.3135429986652947,-8.015543550934677,-1.2643126038434456
1756161565.7403016,0.0,-7.0,0.0,1.1036266434463176,-7.40528493315178,-1.5162749275579213
1756161565.7997706,0.0,-7.0,0.0,0.7951457348781692,-6.611338414708873,-1.3700660531704343
1756161565.8586156,0.0,-7.0,0.0,0.17916721131856275,-5.3567160744355995,-0.6873696953618594
1756161565.9092634,0.0,-7.0,0.0,0.6774166988479335,-6.062895856774224,-0.92378139445103
1756161565.969135,0.0,-7.0,0.0,1.3785095320548613,-8.202148832063575,-1.255068016914738
1756161566.029258,0.0,-7.0,0.0,1.1744103435033688,-7.981402149838628,-1.4158482087574602
1756161566.0890157,0.0,-7.0,0.0,0.5797290345934787,-6.1577475229330245,-1.3348279125359166
1756161566.139343,0.0,-7.0,0.0,0.7914912998522439,-6.118159029010117,-1.5622252508772436
1756161566.1907005,0.0,-7.0,0.0,0.4801062388176306,-6.20471340562791,-0.9977596550950052
1756161566.2487552,0.0,-7.0,0.0,0.8717670313348258,-7.098466471021135,-1.045105717975786
1756161566.2989426,0.0,-7.0,0.0,1.4346484322851125,-8.401854453020425,-1.7369393694810056
1756161566.358541,0.0,-7.0,0.0,0.9017821444288773,-6.678403305366551,-1.7252112999269662
1756161566.409146,0.0,-7.0,0.0,0.3889214917184684,-5.797438527922506,-1.4076067143485071
1756161566.4689713,0.0,-7.0,0.0,0.4964297113892968,-5.865057387523267,-1.2784168394783553
1756161566.528752,0.0,-7.0,0.0,1.1244458540421611,-7.983840871995336,-1.1413578443311496
1756161566.5791867,0.0,-7.0,0.0,1.5774146356518859,-8.844504546983053,-1.5412171637628718
1756161566.6390843,0.0,-7.0,0.0,0.4754365235395892,-6.409695627149169,-1.1424576267914919
1756161566.6995597,0.0,-7.0,0.0,0.4934568084591914,-5.103622543617439,-1.0388804538417353
1756161566.7588134,0.0,-7.0,0.0,0.6419518632867718,-6.793117220659466,-1.183663959386161
1756161566.8094726,0.0,-7.0,0.0,1.2935881128866291,-7.91611237701966,-1.2535434671501717
1756161566.8687978,0.0,-7.0,0.0,1.4673433008310797,-8.11549769737759,-1.3852442872196924
1756161566.918843,0.0,-7.0,0.0,1.2064417613095608,-7.62696582269561,-1.5129383207628946
1756161566.968912,0.0,-7.0,0.0,0.4540149046726537,-5.98039895476435,-1.1243191277971964
1756161567.0191824,0.0,-7.0,0.0,0.2679590600150459,-5.593403748376736,-0.6598980344325701
1756161567.0788922,0.0,-7.0,0.0,0.8882236956377401,-7.351188868842769,-0.7937953085370589
1756161567.1390002,0.0,-7.0,0.0,1.3821256382171747,-8.258117239808534,-1.1016274454117825
1756161567.189041,0.0,-7.0,0.0,1.276247217516458,-7.355934185166225,-1.3957044968719912
1756161567.2406127,0.0,-7.0,0.0,0.46813033449037833,-5.579704677428541,-1.302035927357121
1756161567.2989624,0.0,-7.0,0.0,0.35797312854129604,-5.317264260265036,-1.1061638059567869
1756161567.3588207,0.0,-7.0,0.0,0.5743013001520527,-6.3292618680410495,-1.0156330304675723
1756161567.4188125,0.0,-7.0,0.0,0.8977885695697574,-9.004157344857779,-1.1288490943235963
1756161567.4791682,0.0,-7.0,0.0,0.44416034561035334,-7.697405927717463,-1.14999544780704
1756161567.539026,0.0,-7.0,0.0,0.3148582419060811,-6.796822798131686,-1.0592246862564412
