time_sec,x,y,z,roll,pitch,yaw
1756190923.193843,-0.01419667005246116,0.1796313397865808,-1.8881596572669521,-0.21745395192641895,0.0698289065142664,-0.03502705089828104
1756190923.2272012,-0.01419667005246116,0.1796313397865808,-1.8881596572669521,-0.21745395192641895,0.0698289065142664,-0.03502705089828104
1756190923.2605596,-0.01419667005246116,0.1796313397865808,-1.8881596572669521,-0.21745395192641895,0.0698289065142664,-0.03502705089828104
1756190923.293918,-0.01419667005246116,0.1796313397865808,-1.8881596572669521,-0.21745395192641895,0.0698289065142664,-0.03502705089828104
1756190923.3272765,-0.01419667005246116,0.1796313397865808,-1.8881596572669521,-0.21745395192641895,0.0698289065142664,-0.03502705089828104
1756190923.3606348,-0.01419667005246116,0.1796313397865808,-1.8881596572669521,-0.21745395192641895,0.0698289065142664,-0.03502705089828104
1756190923.3939931,-0.01419667005246116,0.1796313397865808,-1.8881596572669521,-0.21745395192641895,0.0698289065142664,-0.03502705089828104
1756190923.42735,-0.01419667005246116,0.1796313397865808,-1.8881596572669521,-0.21745395192641895,0.0698289065142664,-0.03502705089828104
1756190923.460707,-0.014670378402226554,0.1811291422855943,-1.8941437770752814,-0.12814245838875948,0.14519316001604632,-0.02814027337461683
1756190923.4940636,-0.01419667005246116,0.1796313397865808,-1.8881596572669521,-0.21745395192641895,0.0698289065142664,-0.03502705089828104
1756190923.5274208,-0.01419667005246116,0.1796313397865808,-1.8881596572669521,-0.21745395192641895,0.0698289065142664,-0.03502705089828104
1756190923.5607777,-0.014620425763762025,0.18027294091446253,-1.8899955573562444,-0.1802909902096205,0.15812700039328567,-0.03766689938152822
1756190923.5941343,-0.01419667005246116,0.1796313397865808,-1.8881596572669521,-0.21745395192641895,0.0698289065142664,-0.03502705089828104
1756190923.6274912,-0.01419667005246116,0.1796313397865808,-1.8881596572669521,-0.21745395192641895,0.0698289065142664,-0.03502705089828104
1756190923.6608481,-0.01419667005246116,0.1796313397865808,-1.8881596572669521,-0.21745395192641895,0.0698289065142664,-0.03502705089828104
1756190923.6942048,-0.01419667005246116,0.1796313397865808,-1.8881596572669521,-0.21745395192641895,0.0698289065142664,-0.03502705089828104
1756190923.7275617,-0.014834690403637659,0.18175536299681855,-1.905909628805794,-0.14626735670335694,0.08951684151834755,-0.022803136166323904
1756190923.7609184,-0.01419667005246116,0.1796313397865808,-1.8881596572669521,-0.21745395192641895,0.0698289065142664,-0.03502705089828104
1756190923.7942753,-0.014670378402226554,0.1811291422855943,-1.8941437770752814,-0.12814245838875948,0.14519316001604632,-0.02814027337461683
1756190923.8276322,-0.014834690403637659,0.18175536299681855,-1.905909628805794,-0.14626735670335694,0.08951684151834755,-0.022803136166323904
1756190923.860989,-0.014834690403637659,0.18175536299681855,-1.905909628805794,-0.14626735670335694,0.08951684151834755,-0.022803136166323904
1756190923.8943458,-0.014670378402226554,0.1811291422855943,-1.8941437770752814,-0.12814245838875948,0.14519316001604632,-0.02814027337461683
1756190923.9277024,-0.01419667005246116,0.1796313397865808,-1.8881596572669521,-0.21745395192641895,0.0698289065142664,-0.03502705089828104
1756190923.9610593,-0.014834690403637659,0.18175536299681855,-1.905909628805794,-0.14626735670335694,0.08951684151834755,-0.022803136166323904
1756190923.994416,-0.014834690403637659,0.18175536299681855,-1.905909628805794,-0.14626735670335694,0.08951684151834755,-0.022803136166323904
1756190924.027773,-0.01419667005246116,0.1796313397865808,-1.8881596572669521,-0.21745395192641895,0.0698289065142664,-0.03502705089828104
1756190924.0611296,-0.01419667005246116,0.1796313397865808,-1.8881596572669521,-0.21745395192641895,0.0698289065142664,-0.03502705089828104
1756190924.0944862,-0.01419667005246116,0.1796313397865808,-1.8881596572669521,-0.21745395192641895,0.0698289065142664,-0.03502705089828104
1756190924.1278434,-0.01419667005246116,0.1796313397865808,-1.8881596572669521,-0.21745395192641895,0.0698289065142664,-0.03502705089828104
1756190924.1612,-0.014256051882097396,0.1803779596389719,-1.8910384711836326,-0.17544907755668881,0.04217523019177429,-0.027227106340489002
1756190924.1945567,-0.014834690403637659,0.18175536299681855,-1.905909628805794,-0.14626735670335694,0.08951684151834755,-0.022803136166323904
1756190924.2279134,-0.014834690403637659,0.18175536299681855,-1.905909628805794,-0.14626735670335694,0.08951684151834755,-0.022803136166323904
1756190924.2612703,-0.014834690403637659,0.18175536299681855,-1.905909628805794,-0.14626735670335694,0.08951684151834755,-0.022803136166323904
1756190924.294627,-0.01419667005246116,0.1796313397865808,-1.8881596572669521,-0.21745395192641895,0.0698289065142664,-0.03502705089828104
