time,vx,vy,vz,wx,wy,wz
1756161549.9100964,0.57512734280195,-2.3757226412640358,-2.412195482339838,1.4594737743650055,-0.03777745152105605,-0.6552365195180692
1756161549.9611511,1.131932895512953,-2.608460704076537,-2.056581892375296,-0.652077834075754,2.426929242796509,-0.6763451820210882
1756161550.0113423,1.2316129359955392,-2.268880963579188,-2.760826923720509,0.32173874350009923,1.1612822134697458,-0.660767734572582
1756161550.0646229,0.5095859574450312,-2.3622491917563706,-2.6030717549986933,0.33505728262181755,1.1866817965438936,-0.6109427692641647
1756161550.116068,0.9433855881171151,-2.521461185753167,-2.559922071561656,0.3323123622531541,1.1943880207058177,-0.6369235625867078
1756161550.1678276,0.41403867908565223,-1.3896221940256246,-2.7046549636801287,0.32718955529792726,1.162158644402417,-0.6158763381211604
1756161550.2182908,0.7208644605772743,-1.8876832426318946,-2.567606844296784,0.3289785595408141,1.2203273633223688,-0.6881044256419739
1756161550.269018,1.1286076117236574,-2.804666614244352,-2.3922923939669256,0.3729659550546366,1.183905482782836,-0.6813329206642836
1756161550.3190484,0.8586814877018167,-2.8209613688666306,-2.191719371627812,0.3997193100494918,1.186051336109489,-0.6625188826820541
1756161550.3712795,0.07676052348502088,-2.437187359748931,-2.663050763142012,0.3216734619810706,1.1713179809212761,-0.5553223055491001
1756161550.4232984,0.6398628520779257,-2.7169471703422103,-2.4665440849243367,0.34016580074573344,1.1825440899574209,-0.6201056754580814
1756161550.4820147,1.0876510181744965,-2.860139009555839,-1.9144302896413752,0.3994318292530731,1.2208648521248076,-0.6280060078794794
1756161550.5330715,0.08738960444725957,-1.9457470431812611,-2.8474083877952667,0.3210688030992713,1.1796511352623387,-0.5998739312897907
1756161550.5844207,1.4421862661333553,-2.011990588064177,-2.422645227775731,0.37889922157572753,1.2157665967248412,-0.761119700816478
1756161550.6465328,0.8640616671583219,-2.2938445626046557,-2.5769126531542255,0.3400145396199148,1.1905725823226454,-0.6991028285373404
1756161550.699406,-0.04181367277074696,-1.7350615202323962,-2.217668028162987,0.39163592377822953,1.1541282720408759,-0.57508001019446
1756161550.752563,1.3571325876137879,-2.6276157762492747,-2.695177760316895,0.3287716201993689,1.1953527231333851,-0.708154568822551
1756161550.8029807,0.7966397448613687,-2.0194649807446576,-1.648329965253423,0.46398110313713914,1.227469959026272,-0.6681884974168019
1756161550.85402,0.6230252030057015,-2.6543048456359135,-2.8027625502751237,0.3131404484648992,1.2039918058153203,-0.6240596092644344
1756161550.9112756,0.054234144014563,-2.764436091210397,-2.242714863001696,0.4081785325512366,1.204988177103479,-0.607984452891723
1756161550.9699879,0.9824866773327483,-2.21821556936043,-2.4661881520649933,0.33699613866689404,1.1940213993682929,-0.664507674148463
